name,image,description
Ballfieber,https://einfachebuecher.de/media/a0/8e/9b/1654876184/Ballfieber_-_hires_m.jpg,"Nick ist verrückt nach Fußball. Mit elf Jahren ging er zum ersten Mal zu einem Fußball-Spiel. Seitdem ist Fußball das Wichtigste in seinem Leben. Wichtiger als Arbeit oder Freunde. Er ist ein großer Fan vom Londoner Club Arsenal. Und obwohl Fußball nicht nur gute Seiten hat, ein großer Fan wird Nick immer bleiben. Ball-Fieber ist ein erstaunliches Buch über Fußball. Nicht nur für Fußballfans ...

Das Stadion war voll. Es war laut.
Plötzlich wurde meine Freundin bewusstlos. Ihre Freundin brachte sie zu einer Erste-Hilfe-Station.
Und ich? Ich machte gar nichts. Ich betete, dass wir noch ein Tor schießen.
Das Beten half. Ein paar Minuten später stand es 1:1.

Nick Hornby (1957) ist ein britischer Schriftsteller. In Ball-Fieber erzählt er über sein eigenes Leben als Fußball-Fan. Es war sein erstes Buch. Die Original-Fassung (Fever Pitch) erschien 1992. Danach hat er noch andere erfolgreiche Bücher geschrieben. Ball-Fieber gibt es auch als Film.Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier.Lesen Sie hier die ersten Kapitel aus Ballfieber! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten. Zubehör: Lesebegleitheft"
Be my Baby,https://einfachebuecher.de/media/22/8f/9b/1654876193/Be_my_baby_-_cover_m.jpg,"Nicole hat das Down-Syndrom. Und sie verliebt sich in ihren Nachbarn Nick. Nick hat keine Behinderung. Ihm ist es ein bisschen peinlich, dass Nicole in ihn verliebt ist. Und auch seine Eltern wollen keinen Kontakt zwischen den beiden. Ob das gut geht?
Manchmal träume ich von Nick.Schöne Träume sind das.Wie wir zwischen den Wein-Reben spielen.Zusammen lachen.Wenn ich ihn nicht fangen kann.Weil er so schnell rennt.Und weil er dann doch auf mich wartet.Schön ist das.
Dieses Buch entstand auf der Basis des gleichnamigen Filmes von Christina Schiewe. Es enthält ein Nachwort von Carina Kühne, der Haupt-Darstellerin aus dem Film. Gefördert wurde dieses Buch von Inclutainment Media e. V.
Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier.
Lesen Sie hier die ersten Kapitel aus Be my Baby! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Belästigung bei der Arbeit,https://einfachebuecher.de/media/de/e3/83/1654876227/Belaestigung_bei_der_Arbeit_Umschlag_fuer_Web_m.jpg,"Was machen Sie, wenn ein Kollege dauernd blöde sexuelle Bemerkungen macht? Oder wenn ein Kollege Sie anfasst, obwohl Sie das nicht wollen? Was können Sie tun, damit das aufhört? In diesem Buch finden Sie Antworten auf diese und andere Fragen.
Bei der Arbeit ist eine Buchreihe über das Verhalten am Arbeitsplatz und über Fertigkeiten für die Arbeit. Jedes Buch behandelt ein Thema, das bei der Arbeit wichtig ist. Zum Beispiel den Umgang mit den Kollegen oder die Gesundheit am Arbeitsplatz. Sie können auch viel über Ihre Rechte und Pflichten lernen. Die Serie Bei der Arbeit hilft Ihnen, gute Arbeit zu leisten und gleichzeitig auch Freude bei der Arbeit zu haben.
Lesen Sie hier die ersten Seiten aus Belästigung bei der Arbeit! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten."
Bemnet will laufen,https://einfachebuecher.de/media/89/65/cb/1661326766/Ein%20Tag%20im%20...%20Oktober_Bemnet%20will%20laufen.jpg,"Bemnet kann gut und lange laufen. Das konnte
sie in Eritrea auch schon. Jetzt trainiert sie schon
ein Jahr. Gemeinsam mit ihrer Freundin Nina. Denn sie wollen am Marathon in Köln teilnehmen. Bemnet trainiert viel und sie isst gesund. Aber es
scheint, als ob sie immer weniger fit wird. Was ist
bloß los mit ihr?
 
Die Buchreihe Ein Tag im … ist speziell für Menschen, die neu in Deutschland sind und am Anfang des Spracherwerbs stehen. Jedes Buch beinhaltet eine Geschichte, die sich in einem Monat des Jahres abspielt. Erzählt wird von jeweils einer Person, die immer eine andere Nationalität hat.Die Bücher sind mit modernen One-Line-Grafiken illustriert und bieten eine Basis, um im Unterricht nicht nur über die Sprache, sondern auch die Kultur in Deutschland zu sprechen.  
Lesen Sie hier die ersten Kapitel aus Bemnet will laufen (Ein Tag im Oktober)! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Bevor ich sterbe,https://einfachebuecher.de/media/c8/14/0f/1654876191/Bevor_ich_sterbe_-_cover_m.jpg,"Tessa ist 16 Jahre alt und unheilbar krank. Sie wird nie studieren. Keine Weltreise machen oder sich verlieben. Trotzdem: Sie will noch mal richtig leben bevor sie stirbt. Deshalb schreibt sie eine Liste: Mit allen Dingen, die sie noch machen möchte.

Sex, Drogen, berühmt werden…

Dann trifft sie den Nachbarsjungen Adam.

 

Doktor Ryan begrüßt uns und bittet uns in sein Zimmer.
Er zögert kurz, bevor er zu sprechen beginnt.
„Tessa, ich fürchte, ich habe keine guten Nachrichten“,
sagt er. „Der Krebs hat sich weiter ausgebreitet.
Er ist jetzt auch in der Flüssigkeit von deinem Rückenmark.“
„Ist das schlimm?“, frage ich grinsend. Als ob es ein Spaß sei.
Aber Doktor Ryan lacht nicht. „Das ist sehr schlimm.
Es geht viel schneller als wir dachten.
“ Er hält einen Moment inne. Dann sagt er ruhig:
„Ich rate dir, jetzt alles zu tun, was du noch machen möchtest.“

 Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier. Lesen Sie hier die ersten Kapitel aus Bevor ich sterbe! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
"Bob, der Streuner",https://einfachebuecher.de/media/1f/40/69/1654876214/Bob_der_Streuner_lo_m.jpg,"James geht es richtig schlecht: Als Straßenmusiker kann er kaum überleben. Und von den Drogen kommt er auch nicht weg.
Eines Tages findet er einen halb verhungerten, verletzten Kater. Er hat Mitleid mit dem kleinen Kerl und nimmt ihn auf. Bob, so nennt er den Kater.
James merkt schnell: Mit Bob wird sich sein Leben verändern.
Als ich am nächsten Morgen mit meiner Gitarre
aus der Haustür trat, saß Bob dort.
Er sah aus, als hätte er auf mich gewartet.
Schnurrend lief er auf mich zu
und rieb sich an meinem Bein.
„Nein, mein Lieber, ich muss los,
ich muss zur Arbeit, Geld verdienen.“
Mit langen Schritten ging ich weiter.
Doch Bob trabte hinter mir her.
Er ließ sich einfach nicht abschütteln!
Bob, der Streuner erzählt die wahre Geschichte von James Bowen und seinem Kater Bob. Das Buch wurde millionenfach verkauft, und 2016 kam der Film in die Kinos.
Lesen Sie hier die ersten Kapitel aus Bob, der Streuner! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Brot,https://einfachebuecher.de/media/54/c1/b0/1654876232/Brot_m.jpg,"In der Reihe Unser Essen lesen wir alles über die tollen Lebensmittel, die wir jeden Tag essen und trinken. Mit vielen großen Fotos erfährt man hier alles über Brot.


Wie wächst Weizen?
Wie wird Brot gemacht?
Wie wird Weizen gelagert?


Dieses Buch liefert Antworten auf diese und andere Fragen.

Mit einem leckeren Rezept!Hier geht es zur Leseprobe! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten. Zubehör: Lesebegleitheft"
Chatten,https://einfachebuecher.de/media/01/81/85/1654876216/Chatten_-_cover_nieuwe_rug_Lowres_m.jpg,"Zum Glück geht Dunja wieder zur Schule. 

Sie ist etwas ruhiger als sonst. 

Aber sonst merkt man ihr nichts an. 

Komisch, denkt Paul. 

Ihr ist etwas Schreckliches passiert. 

Aber keiner merkt irgendetwas. 

Es macht ihm ein bisschen Angst. 

Er sieht sich die Schüler in seiner Klasse an. 

Vielleicht haben sie alle ein schlimmes Geheimnis. 

Genau wie Dunja.

 

Paul ist 13 Jahre alt und verrückt nach Computern.

Er gründet einen Computerclub in der Schule. Die ganze Klasse macht mit. Alle sind begeistert, vor allem vom Chatten.

Doch manchmal erfährt man beim Chatten Dinge, die man lieber nicht gewusst hätte …

 

Die Reality Reihe ist eine Buchreihe für und über Jugendliche. Jedes Buch erzählt eine spannende Geschichte über Themen, die Jugendliche bewegen.

 

Zu jedem Buch in unserer Reality Reihe gibt es gratis Unterrichtsmaterial. Das Material zu ""Chatten"" finden Sie hier.

Lesen Sie hier die ersten Kapitel aus Chatten! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Dampfnudelblues,https://einfachebuecher.de/media/0b/53/d6/1654876226/Dampfnudelblues_lowres_m.jpg,"Schulrektor Höpfl wird bedroht. „Stirb, du Sau!“ steht auf seiner Hauswand. Ist das ein neuer Fall für Polizist Franz Eberhofer? Der Franz will sofort die Ermittlungen aufnehmen.
Kurze Zeit später ist der Rektor tot. Und noch eine Leiche taucht auf. Mit seiner bayerischen Spürnase versucht der Franz, den Fall zu lösen.
Ich öffne leise die Tür. Da liegt der Höpfl in der Badewanne. Komplett unter Wasser. Jetzt ist der auch noch tot!
Ich greife nach dem leblosen Arm. Da schießt der Höpfl plötzlich wie ein Hecht aus dem Wasser. Ich falle vor Schreck volle Kanone auf die Fliesen.
„Mein Gott, was tun Sie denn hier?“,
fragt er mich.
Badeschaum tropft von seinem Bauch und seinem Schniedl. Sieht mickrig aus.
Aber was noch mehr auffällt: Der Höpfl hat am ganzen Körper blaue Flecken. Das sieht richtig schlimm aus.
Dampfnudelblues ist der zweite Fall für Franz Eberhofer. Und wieder sorgt Rita Falk mit ihrem deftigen Humor dafür, dass sich der Leser vor Lachen schütteln. Ganz großer Lesespaß!
Lesen Sie hier die ersten Kapitel aus Dampfnudelblues! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
"Das bisschen Hüfte, meine Güte",https://einfachebuecher.de/media/de/fa/c9/1654876191/Das_bisschen_Hufte_meine_Gute_-_cover_m.jpg,"Die Berlinerin Renate Bergmann ist 82 Jahre alt. Vier Ehemänner hat sie überlebt. Seit ein paar Jahren hat sie das Internet entdeckt. Auf Twitter schreibt sie über alles, was sie hört und sieht. Lustig und frech. Jetzt bricht sich Renate die Hüfte. Sie muss ins Krankenhaus und danach zur Reha. Dort soll sie sich erholen. Bei der Reha gibt es so einiges zu erleben: Joghurt mit Körnern zum Frühstück, Gummi-Unterlagen im Bett und Singen für Patienten. Und dann auch noch die Leute …

Neben uns saß eine Frau. Die telefonierte ganz laut.
Böse gucken hat nicht geholfen. Da habe ich einfach mal
angefangen mitzureden.

„Das bisschen Hüfte, meine Güte“ ist das zweite Buch von Renate Bergmann. Oder eigentlich von Torsten Rohde. Denn er hat sich die Berliner „Online-Omi“ ausgedacht. Unter ihrem Namen schreibt er über ihr Leben. Auch auf Twitter unter @RenateBergmann. Ein Buch für alle, die lachen und schmunzeln wollen!Zu diesem Titel ist Gratis-Unterrichtsmaterial erhältlich. Sie finden es hier.Lesen Sie hier die ersten Kapitel aus Das bisschen Hüfte, meine Güte! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Das Geschenk,https://einfachebuecher.de/media/bc/5b/34/1664365719/Das%20Geschenk%20-%20cover_Final.jpg,"Milan steht an einer Ampel, als neben ihm ein Auto hält. Auf dem Rücksitz sitzt ein verängstigtes Mädchen. Verzweifelt presst sie einen Zettel an die Scheibe. Ein Hilferuf? Milan kann es nicht lesen, denn er ist Analphabet. Doch er spürt: das Mädchen ist in tödlicher Gefahr.Milan macht sich auf die Suche nach dem Mädchen. Schon bald wird die Suche zu einem schrecklichen Albtraum. Und Milan entdeckt nicht nur eine grausame Wahrheit, sondern auch, dass Unwissenheit manchmal das größte Geschenk ist. 



Er erzählt von dem Mädchen und dem Zettel

und von der Verfolgungsfahrt.

Er vermutet:

„Es war sicher nur ein Streich von dem Mädchen.“

„Das glaube ich aber nicht“, sagt Andra.

„Lies doch die zweite Zeile auf dem Zettel.

Da steht: Das sind nicht meine Eltern.“






Sebastian Fitzek ist seit Jahren der erfolgreichste deutsche Thriller-Autor. Nach Die Therapie und AchtNacht ist dies Fitzeks drittes Buch in Einfacher Sprache.Lesen Sie hier die ersten Seiten aus Das Geschenk. Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Das neue Viertel. Mit Kopftuch nicht willkommen?,https://einfachebuecher.de/media/2b/a8/2a/1654876228/Das_neue_Viertel_-_Vorderseite_Cover_Lowres_m.jpg,"Kika zieht ans andere Ende von der Stadt. In ihrem neuen Viertel fühlt sie sich nicht wohl. Denn sie ist das einzige Mädchen mit einem Kopftuch. Sie wird sogar auf der Straße beschimpft. Zum Glück gibt es wenigstens einen netten Jungen in der Nachbarschaft. Langsam verliebt sie sich ein bisschen in ihn. Aber dann passiert etwas Schreckliches ….
Schließlich hört Kika, wie jemand
den Schlüssel im Schloss umdreht.
Zwei Jungen betreten laut lachend den Schuppen.
„Endlich“, sagt Kika und steht auf.
„Ihr seid echt blöd.
Mich einfach hier einzusperren.“
Sie macht einen Schritt nach vorn,
aber die Jungen stellen sich ihr in den Weg.Die Reality Reihe ist eine Bücherreihe für und über Jugendliche. Jedes Buch erzählt eine spannende Geschichte über Themen, die Jugendliche bewegen. 
Lesen Sie hier die ersten Kapitel aus Das neue Viertel! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Zu jedem Buch in unserer Reality Reihe gibt es gratis Unterrichtsmaterial. Das Material zu ""Das neue Viertel. Mit Kopftuch nicht willkommen?"" finden Sie hier; Lesebegleitheft"
Das Phantom der Oper,https://einfachebuecher.de/media/e7/7a/4e/1654876199/Das_Phantom_der_Oper_-_cover_Lowres_m.jpg,"Schauplatz der Geschichte ist die Pariser Oper um 1880: Die junge Sängerin Christine feiert dort Erfolge. Das verdankt sie auch ihrem Gesangslehrer Erik, einem geheimnisvollen Mann. Warum darf Christine sein Gesicht nicht sehen? Und warum ist Erik so eifersüchtig auf ihren Liebhaber Raoul?
Christine schreit auf. „Es tut weh, Erik. Bitte lass mich frei!“
Kurz darauf hört sie Eriks Stimme.
„Ich werde dich frei lassen, Christine“, sagt er.
„Ich lass dich gehen. Aber merk dir:
Wenn du dich nicht für mich entscheidest ….
Dann werden wir alle sterben.“
Dieser bekannte Schauer-Roman ist auch die Vorlage für ein erfolgreiches Musical.
Lesen Sie hier die ersten Kapitel aus Das Phantom der Oper. Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Das Versprechen,https://einfachebuecher.de/media/d2/b2/39/1654876221/Das_Versprechen_-_cover_lowres_m.jpg,"Es ist 1992. Terri wohnt in einem Dorf in Süd-Italien. Sie ist 17. Sie hat keine Eltern mehr. Die Tante, bei der sie gelebt hat, ist gestorben. Eines Tages taucht plötzlich Terris älterer Bruder auf, der in Rom lebt.

 

Terri versucht, das Zittern in ihrem Körper zu kontrollieren. 

Heute Morgen hatte sie niemanden gehabt. Sie war allein. 

Und jetzt hat sie plötzlich einen Bruder. Und was für einen Bruder!

Er ist der Mann, von dem sie schon ihr ganzes Leben lang geträumt hat. 

Groß und schlank ist er, mit dunklen Locken. 

Sein Körper ist geschmeidig, seine Augen lachen. 

Er sieht ganz anders aus als die Bauernjungen aus dem Dorf.

 

Es entwickelt sich eine Beziehung zwischen Terri und ihrem Bruder. Eine Beziehung, die es nicht geben darf …

Aber warum haben sich Bruder und Schwester eigentlich erst so spät kennengelernt? Warum sind sie nicht zusammen aufgewachsen?

Und was hat das alles mit einem alten Versprechen zu tun …?

 

Lesen Sie hier die ersten Kapitel aus Das Versprechen! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
Das Wunder von Bern,https://einfachebuecher.de/media/a8/e8/88/1654876184/Das_Wunder_von_Bern_-_hires_m.jpg,"Essen, 1954: Bei Familie Lubanski hängt der Haussegen schief. Gerade ist der Vater aus der Kriegsgefangenschaft zurückgekehrt. Doch was so schön sein könnte, ist überhaupt nicht schön. Er findet sich zu Hause einfach nicht mehr zurecht. Seine Familie hat viele Jahre ohne ihn gelebt. Und als er seiner Familie mit einem guten Essen eine Freude machen will und dafür das Kaninchen seines jüngsten Sohnes Matthias schlachtet, ist der heimische Friede endgültig ruiniert. Zur gleichen Zeit kämpft sich die deutsche Nationalmannschaft bei der WM in der Schweiz Runde um Runde weiter. Als sie schließlich das Finale erreicht, will Matthias unbedingt ins Stadion in Bern. Sein Vater findet, das sei Quatsch. Ob er sich überreden lässt...?



Zu diesem Titel ist Unterrichtsmaterial erhältlich. Sie finden es hier.
Lesen Sie hier die ersten Kapitel aus das Wunder von Bern! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.



Zubehör: LesebegleitheftHörprobe"
Der Anmacher,https://einfachebuecher.de/media/26/f9/6b/1654876211/Der_Anmacher_-_cover_lowres_m.jpg,"Ramon ist Anfang dreißig und liebt sein Single-Leben. Er muss zwar ziemlich viel arbeiten, aber dafür verdient er auch eine Menge Geld. Und das ist ihm wichtig. Wenn Ramon sich entspannen will, geht er ins Fitness-Studio. Oder ... er trifft sich mit Frauen. Mit verschiedenen Frauen. Zum Sex haben. Das macht ihm am meisten Spaß. Aber dann geht auf einmal irgendwie alles schief...
„Hey Nina! Kannst du mir mal sagen was los ist?
Warum rufst du nicht zurück?“
Nina dreht sich zu mir um.
Sie guckt mich eiskalt an.
„Lass mich einfach in Ruhe, Ramon!“
„Warum?“, frage ich. „Was habe ich dir eigentlich getan?
Kannst du mir das mal verraten?“
„Vergiss es!“, antwortet Nina.
„Das verstehst du sowieso nicht!“
Lesen Sie hier die ersten Kapitel aus Der Anmacher! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.
Zubehör: Lesebegleitheft"
Der Familienblues,https://einfachebuecher.de/media/e3/c4/51/1654876183/Der_Familien-Blues_hires_m.jpg,"Haben Sie einen Onkel, der ständig dieselben Witze macht? Ist Ihre Schwester auch immer eifersüchtig auf Sie?

Und mischt sich Ihre Mutter überall ein?

In Der Familien-Blues untersucht Yvonne Kroonenberg, wie wir mit Angehörigen und Verwandten umgehen. Warum hängen wir so an ihnen? Und warum ärgern wir uns so über sie?

Lesen Sie hier die ersten Kapitel aus der Familien-Blues! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.

Zubehör: Lesebegleitheft"
Der Fußballer,https://einfachebuecher.de/media/5f/e9/91/1654876218/Der_Fussballer_-_Hardcover_lowres_m.jpg,"„Wer ist das Mädchen?“, fragt seine Mutter.

„Sie heißt Sophie“, sagt Karim.

„Sie kommt ab und zu zum Platz.“

„Spielt sie auch Fußball?“

„Manchmal“, sagt Karim.

 

Karim sucht Arbeit. Er kennt noch nicht so viele Leute im Dorf. Das ändert sich, als er Sophie trifft. Sie kann ihm vielleicht nicht dabei helfen, eine Arbeit zu finden. Aber sie hilft ihm bei seinem großen Traum: in einem richtigen Team Fußball spielen.Der Fußballer gehört zur neuen Buchreihe WortPlus. Die illustrierte Reihe richtet sich an Erwachsenen, die erst seit Kurzem Deutsch lernen. In den Büchern werden Wortschatz und Grammatik auf Niveau A1 angewendet. 

Lesen Sie hier die ersten Kapitel aus Der Fußballer! Ausschließlich zum Gebrauch als Leseprobe. Alle Rechte vorbehalten.Zubehör: Lesebegleitheft"
